"","retailer_name","minor_involved","sale_to_minor","product_type","brand","flavor","inspection_date","decision_date","inspection_result","link","charges","address","newdate","year"
"1206","BP","Yes","Yes","Cigarettes in a package","Marlboro",NA,"See Complaint","10/22/2015","Civil Money Penalty Archived","=HYPERLINK(""http://wayback.archive-it.org/9166/20180223204141/http://www.fda.gov/downloads/TobaccoProducts/GuidanceComplianceRegulatoryInformation/UCM514451.pdf"")","See Complaint","1865 BRUCKNER BOULEVARD, BRONX, NY, 10472",2015-10-22,"2015"
"1207","BRIGGS GOURMET DELI","Yes","Yes","Cigarettes in a package","Newport",NA,"10/08/2015","10/22/2015","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","2650 BRIGGS AVENUE, BRONX, NY, 10458",2015-10-22,"2015"
"1208","WALGREENS #10441","Yes","Yes","Cigarettes in a package","Newport",NA,"10/03/2015","10/15/2015","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor","2590 CONEY ISLAND AVENUE, BROOKLYN, NY, 11223",2015-10-15,"2015"
"1209","1240 MINI MARKET & DELI","Yes","Yes","Cigarettes in a package","Newport",NA,"10/04/2015","10/15/2015","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","1639 WESTCHESTER AVE, BRONX, NY, 10472",2015-10-15,"2015"
"1210","4 SEASONS MINI MARKET/DELLI","Yes","Yes","Cigarettes in a package","Newport",NA,"10/03/2015","10/15/2015","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor","911 CONEY ISLAND AVENUE, BROOKLYN, NY, 11230",2015-10-15,"2015"
"1211","TRIANGLE CANDY SHOP","Yes","Yes","Cigarettes in a package","Newport",NA,"09/12/2015","10/15/2015","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","3404 JEROME AVENUE, BRONX, NY, 10467",2015-10-15,"2015"
"1212","GULF EXPRESS","Yes","Yes","Cigarettes in a package","Marlboro",NA,"10/06/2015","10/15/2015","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor","1885 WESTCHESTER AVENUE, BRONX, NY, 10472",2015-10-15,"2015"
"1213","NEW FIVE STAR","Yes","Yes","Cigarettes in a package","Newport",NA,"10/05/2015","10/15/2015","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","6505 14TH AVENUE, BROOKLYN, NY, 11219",2015-10-15,"2015"
"1214","TOP NEWS AND GROCERY","Yes","Yes","Cigarettes in a package","Newport",NA,"10/05/2015","10/15/2015","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor","6422 14TH AVENUE, BROOKLYN, NY, 11219",2015-10-15,"2015"
"1215","1614 BROTHER GROCERY","Yes","Yes","Cigarettes in a package","Newport",NA,"10/04/2015","10/08/2015","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","1614 WESTCHESTER AVENUE, BRONX, NY, 10472",2015-10-08,"2015"
"1216","1781 WESTCHESTER GROCERY & CANDY TOBACCO SHOP","Yes","Yes","Cigarettes in a package","Newport",NA,"10/04/2015","10/08/2015","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","1781 WESTCHESTER AVENUE, BRONX, NY, 10472",2015-10-08,"2015"
"1217","BEST GOURMET & DELI","Yes","Yes","Cigarettes in a package","Newport",NA,"09/21/2015","10/08/2015","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor","3840 EAST TREMONT AVENUE, BRONX, NY, 10465",2015-10-08,"2015"
"1218","BP","Yes","Yes","Cigarettes in a package","Newport",NA,"10/04/2015","10/08/2015","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","11402 VAN WYCK EXPRESSWAY, SOUTH OZONE PARK, NY, 11420",2015-10-08,"2015"
"1219","FORDHAM CONVENIENCE STORE","Yes","Yes","Cigarettes in a package","Newport",NA,"09/27/2015","10/08/2015","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","85 W FORDHAM RD, BRONX, NY, 10468",2015-10-08,"2015"
"1220","FORDHAM CONVIENCE & GROCERY STORE","Yes","Yes","Cigarettes in a package","Newport",NA,"09/27/2015","10/08/2015","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","38 W FORDHAM RD, BRONX, NY, 10468",2015-10-08,"2015"
"1221","SUPER STAR DELI GROCERY","Yes","Yes","Cigarettes in a package","Newport",NA,"10/03/2015","10/08/2015","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor","1014 CASTLE HILL AVENUE, BRONX, NY, 10472",2015-10-08,"2015"
"1222","GLEASON GROCERY","Yes","Yes","Cigarettes in a package","Newport",NA,"10/04/2015","10/08/2015","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","1791 GLEASON AVENUE, BRONX, NY, 10472",2015-10-08,"2015"
"1223","YAFA STAIONARY","Yes","Yes","Cigarettes in a package","Newport",NA,"09/28/2015","10/08/2015","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","1374 EAST GUN HILL RD, BRONX, NY, 10469",2015-10-08,"2015"
"1224","131 ROCKAWAY FOOD CORP","Yes","Yes","Cigarettes in a package","Newport",NA,"09/20/2015","10/01/2015","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor","13102 ROCKAWAY BOULEVARD, SOUTH OZONE PARK, NY, 11420",2015-10-01,"2015"
"1225","73 HN GROCERY CORP.","Yes","Yes","Cigar(s)","N/A",NA,"09/19/2015","10/01/2015","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age; 1140.14(d)-Open packages of cigarettes intended for the sale of individual cigarettes","73 EAST KINGSBRIDGE ROAD, BRONX, NY, 10468",2015-10-01,"2015"
"1226","AF DELI","Yes","Yes","Cigar(s)","N/A",NA,"09/19/2015","10/01/2015","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age; 1140.14(d)-Open packages of cigarettes intended for the sale of individual cigarettes","29 EAST KINGSBRIDGE ROAD, BRONX, NY, 10468",2015-10-01,"2015"
"1227","BRAVO COFFEE & DELI","Yes","Yes","Cigarettes in a package","Newport",NA,"09/26/2015","10/01/2015","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","608 EAST 187TH STREET, BRONX, NY, 10458",2015-10-01,"2015"
"1228","CAMBRELENG DELI GROCERY","Yes","Yes","Cigar(s)","N/A",NA,"09/26/2015","10/01/2015","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age; 1140.14(d)-Open packages of cigarettes intended for the sale of individual cigarettes","681 EAST 187TH STREET, BRONX, NY, 10458",2015-10-01,"2015"
"1229","NEW PRINCE GROCERY & CANDY STO","Yes","Yes","Cigar(s)","N/A",NA,"09/19/2015","10/01/2015","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age; 1140.14(d)-Open packages of cigarettes intended for the sale of individual cigarettes","131 WEST KINGSBRIDGE ROAD, BRONX, NY, 10468",2015-10-01,"2015"
"1230","QUICK HERO CITY DELI","Yes","Yes","Cigarettes in a package","Newport",NA,"09/26/2015","10/01/2015","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","617 E FORDHAM RD, BRONX, NY, 10458",2015-10-01,"2015"
"1231","KING CONVENIENCE","Yes","Yes","Cigar(s)","N/A",NA,"09/19/2015","10/01/2015","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age; 1140.14(d)-Open packages of cigarettes intended for the sale of individual cigarettes","119 WEST KINGSBRIDGE ROAD, BRONX, NY, 10468",2015-10-01,"2015"
"1232","KINGSBRIDGE CONVENIENCE STORE","Yes","Yes","Cigar(s)","N/A",NA,"09/19/2015","10/01/2015","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age; 1140.14(d)-Open packages of cigarettes intended for the sale of individual cigarettes","40 WEST KINGSBRIDGE ROAD, BRONX, NY, 10468",2015-10-01,"2015"
"1233","JIMMY'S TREMONT DELI GROCERY CORP","Yes","Yes","Cigarettes in a package","Marlboro",NA,"09/25/2015","10/01/2015","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","4011 E TREMONT AVE, BRONX, NY, 10465",2015-10-01,"2015"
"1234","YOUNG DELI & GROCERY","Yes","Yes","Cigarettes in a package","Newport",NA,"09/18/2015","10/01/2015","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor","6730 11TH AVENUE, BROOKLYN, NY, 11219",2015-10-01,"2015"
"1235","MIKE DELI GROCERY","Yes","Yes","Cigar(s)","N/A",NA,"09/19/2015","10/01/2015","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age; 1140.14(d)-Open packages of cigarettes intended for the sale of individual cigarettes","202 WEST FORDHAM ROAD, BRONX, NY, 10468",2015-10-01,"2015"
"1236","DHARA NEWS & GROCERY INC.","Yes","Yes","Cigarettes in a package","Marlboro",NA,"09/21/2015","10/01/2015","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","1523 COLLEGE POINT BOULEVARD, COLLEGE POINT, NY, 11356",2015-10-01,"2015"
"1237","HARB DISCOUNT","Yes","Yes","Cigarettes in a package","Newport",NA,"09/17/2015","10/01/2015","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","2 BEDFORD PARK E BLVD, BRONX, NY, 10468",2015-10-01,"2015"
"1238","EAST TREMONT FOOD MART","Yes","Yes","Cigarettes in a package","Newport",NA,"09/21/2015","10/01/2015","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","4004 E. TREMONT AVE, BRONX, NY, 10465",2015-10-01,"2015"
"1239","FARHADI SEAN","Yes","Yes","Cigarettes in a package","Marlboro",NA,"09/25/2015","10/01/2015","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor","3508 EAST TREMONT AVENUE, BRONX, NY, 10465",2015-10-01,"2015"
"1240","MOBIL MART","Yes","Yes","Cigarettes in a package","Newport",NA,"09/25/2015","10/01/2015","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","113 21 ROCKAWAY BOULEVARD, SOUTH OZONE PARK, NY, 11420",2015-10-01,"2015"
"1241","RITE AID #03883","Yes","Yes","Cigarettes in a package","Newport",NA,"09/17/2015","09/24/2015","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor","5102 13TH AVENUE, BROOKLYN, NY, 11219",2015-09-24,"2015"
"1242","ASTOR DELI & GROCERY","Yes","Yes","Cigar(s)","N/A",NA,"09/13/2015","09/24/2015","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age; 1140.14(d)-Open packages of cigarettes intended for the sale of individual cigarettes","740 ASTOR AVENUE, BRONX, NY, 10467",2015-09-24,"2015"
"1243","BEN MINI MART","Yes","Yes","Cigar(s)","N/A",NA,"09/15/2015","09/24/2015","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age; 1140.14(d)-Open packages of cigarettes intended for the sale of individual cigarettes","21836 HEMPSTEAD AVENUE, QUEENS VILLAGE, NY, 11429",2015-09-24,"2015"
"1244","BP SHOP","Yes","Yes","Cigarettes in a package","Newport",NA,"09/12/2015","09/24/2015","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","1128 EASR GUN HILL ROAD, BRONX, NY, 10469",2015-09-24,"2015"
"1245","BP","Yes","Yes","Cigarettes in a package","Newport",NA,"09/19/2015","09/24/2015","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor","13011 NORTH CONDUIT AVENUE, SOUTH OZONE PARK, NY, 11420",2015-09-24,"2015"
"1246","YALIN FOOD CORP.","Yes","Yes","Cigarettes in a package","Newport",NA,"09/13/2015","09/24/2015","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor","188-19 JAMAICA AVENUE, HOLLIS, NY, 11423",2015-09-24,"2015"
"1247","KOPKO CORP.","Yes","Yes","Cigarettes in a package","Newport",NA,"09/15/2015","09/24/2015","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","4602 NEW UTRECHT AVE, BROOKLYN, NY, 11219",2015-09-24,"2015"
"1248","HARMONY DELI GROCERY","Yes","Yes","Cigar(s)","N/A",NA,"09/13/2015","09/24/2015","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age; 1140.14(d)-Open packages of cigarettes intended for the sale of individual cigarettes","665 MAGENTA STREET, BRONX, NY, 10467",2015-09-24,"2015"
"1249","KINGSBRIDGE DELI","Yes","Yes","Cigarettes in a package","Newport",NA,"09/19/2015","09/24/2015","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","69 WEST KINGSBRIDGE ROAD, BRONX, NY, 10468",2015-09-24,"2015"
"1250","PROGRESO LATINO DELI & GROCERY","Yes","Yes","Cigarettes in a package","Newport",NA,"09/14/2015","09/24/2015","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor","4503 FORT HAMILTON PARKWAY, BROOKLYN, NY, 11219",2015-09-24,"2015"
"1251","H & A WASHINGTON DELI GROCERY","Yes","Yes","Cigar(s)","N/A",NA,"09/14/2015","09/24/2015","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age; 1140.14(d)-Open packages of cigarettes intended for the sale of individual cigarettes","2351 WASHINGTON AVENUE, BRONX, NY, 10458",2015-09-24,"2015"
"1252","FORDHAM EXPRESS DELI","Yes","Yes","Cigarettes in a package","Newport",NA,"09/17/2015","09/24/2015","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","11 WEST FORDHAM ROAD, BRONX, NY, 10468",2015-09-24,"2015"
"1253","WEINSTEIN DELI GROCERY","Yes","Yes","Cigarettes in a package","Newport",NA,"09/14/2015","09/24/2015","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor","4510 FORT HAMILTON P, BROOKLYN, NY, 11219",2015-09-24,"2015"
"1254","QUICK STOP DELI & GRILL","Yes","Yes","Cigarettes in a package","Newport",NA,"09/13/2015","09/24/2015","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor","19020 HILLSIDE AVENUE, HOLLIS, NY, 11423",2015-09-24,"2015"
"1255","FAMILY DELI & GRILL","Yes","Yes","Cigarettes in a package","Newport",NA,"09/13/2015","09/24/2015","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","19837 JAMAICA AVENUE, HOLLIS, NY, 11423",2015-09-24,"2015"
"1256","T&A DELI GROCERY","Yes","Yes","Cigarettes in a package","Marlboro",NA,"09/16/2015","09/24/2015","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor","261 W KINGSBRIDGE ROAD, BRONX, NY, 10463",2015-09-24,"2015"
"1257","NEW MIDFIELD DELI","Yes","Yes","Cigarettes in a package","Newport",NA,"09/15/2015","09/24/2015","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","6378 AMBOY RD, STATEN ISLAND, NY, 10309",2015-09-24,"2015"
"1258","G & S DELI & GROCERY","Yes","Yes","Cigarettes in a package","Marlboro",NA,"09/16/2015","09/24/2015","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","4136 JUNCTION BLVD, CORONA, NY, 11368",2015-09-24,"2015"
"1259","UNIQUE DOLLAR STORE","Yes","Yes","Cigarettes in a package","Marlboro",NA,"09/18/2015","09/24/2015","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor","3480 E TREMONT AVE, BRONX, NY, 10465",2015-09-24,"2015"
"1260","MARBLE HILL GARDEN OF EATIN","Yes","Yes","Cigarettes in a package","Marlboro",NA,"09/16/2015","09/24/2015","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor","5189 BROADWAY, BRONX, NY, 10463",2015-09-24,"2015"
"1261","SHOKAIS GROCERY STORE","Yes","Yes","Cigarettes in a package","Newport",NA,"09/17/2015","09/24/2015","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","2466 JEROME AVENUE, BRONX, NY, 10468",2015-09-24,"2015"
"1262","NASH II","Yes","Yes","Cigarettes in a package","Newport",NA,"09/19/2015","09/24/2015","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","2690 UNIVERSITY AVENUE, BRONX, NY, 10468",2015-09-24,"2015"
"1263","BUEN GUSTO SUPERMARKET","Yes","Yes","Cigarettes in a package","Marlboro",NA,"See Complaint","09/22/2015","Civil Money Penalty Archived","=HYPERLINK(""http://wayback.archive-it.org/9166/20180223204141/http://www.fda.gov/downloads/TobaccoProducts/GuidanceComplianceRegulatoryInformation/UCM502886.pdf"")","See Complaint","141-16 ROCKAWAY BOULEVARD, SOUTH OZONE PARK, NY, 11436",2015-09-22,"2015"
"1264","132 DELI & GROCERY","Yes","Yes","Cigarettes in a package","Newport",NA,"08/11/2015","09/17/2015","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","2240 7TH AVENUE, NEW YORK, NY, 10027",2015-09-17,"2015"
"1265","3773 CARIBBEAN DELI GROCERY CORP","Yes","Yes","Cigarettes in a package","Newport",NA,"09/04/2015","09/17/2015","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","3773 WHITE PLAINS ROAD, BRONX, NY, 10467",2015-09-17,"2015"
"1266","450 NEWSTAND","Yes","Yes","Cigarettes in a package","Other",NA,"09/07/2015","09/17/2015","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","450 WEST 33RD STREET, NEW YORK, NY, 10001",2015-09-17,"2015"
"1267","ALPALPINE 53RD STREET GROCERY STORE","Yes","Yes","Cigarettes in a package","Newport",NA,"09/05/2015","09/17/2015","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor","5301 FORT HAMILTON PARKWAY, BROOKLYN, NY, 11219",2015-09-17,"2015"
"1268","60TH STREET CONVENIENCE INC","Yes","Yes","Cigarettes in a package","Newport",NA,"09/05/2015","09/17/2015","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor","6001 FORT HAMILTON PARKWAY, BROOKLYN, NY, 11219",2015-09-17,"2015"
"1269","732 COURTLANDT FOOD CORP","Yes","Yes","Cigar(s)","N/A",NA,"08/29/2015","09/17/2015","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age; 1140.14(d)-Open packages of cigarettes intended for the sale of individual cigarettes","732 COURTLANDT AVENUE, BRONX, NY, 10451",2015-09-17,"2015"
"1270","ALEX MINI MARKET","Yes","Yes","Cigar(s)","N/A",NA,"09/03/2015","09/17/2015","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age; 1140.14(d)-Open packages of cigarettes intended for the sale of individual cigarettes","2865 WHITE PLAINS ROAD, BRONX, NY, 10467",2015-09-17,"2015"
"1271","AM & PM GROCERY INC.","Yes","Yes","Cigarettes in a package","Newport",NA,"09/04/2015","09/17/2015","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor","6223 FORT HAMILTON PARKWAY, BROOKLYN, NY, 11219",2015-09-17,"2015"
"1272","BAY PARKWAY DELI & GROCERY","Yes","Yes","Cigarettes in a package","Newport",NA,"08/29/2015","09/17/2015","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor","8508 BAY PARKWAY, BROOKLYN, NY, 11214",2015-09-17,"2015"
"1273","BROADWAY CANDY","Yes","Yes","Cigarettes in a package","Newport",NA,"09/04/2015","09/17/2015","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","249 WEST 231 STREET, BRONX, NY, 10463",2015-09-17,"2015"
"1274","NEIGHBORHOOD CANDY & GROCERY","Yes","Yes","Cigarettes in a package","Newport",NA,"09/03/2015","09/17/2015","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","10 WEST GUN HILL ROAD, BRONX, NY, 10467",2015-09-17,"2015"
"1275","HIZAM FAMILY DELI","Yes","Yes","Cigar(s)","N/A",NA,"08/29/2015","09/17/2015","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age; 1140.14(d)-Open packages of cigarettes intended for the sale of individual cigarettes","615 COURTLANDT AVENUE, BRONX, NY, 10451",2015-09-17,"2015"
"1276","HADWAN GOURMET DELI","Yes","Yes","Cigarettes in a package","Newport",NA,"08/31/2015","09/17/2015","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","2445 FREDERICK DOUGLASS BLVD., NEW YORK, NY, 10027",2015-09-17,"2015"
"1277","SANDY GOURMET DELI","Yes","Yes","Cigarettes in a package","Newport",NA,"09/12/2015","09/17/2015","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","900 E. GUN HILL ROAD, BRONX, NY, 10469",2015-09-17,"2015"
"1278","STAR DELI & GROCERY","Yes","Yes","Cigarettes in a package","Newport",NA,"09/11/2015","09/17/2015","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","901 EAST 217TH STREET, BRONX, NY, 10469",2015-09-17,"2015"
"1279","LUCKY DELI & GROCERY","Yes","Yes","Cigarettes in a package","Newport",NA,"09/01/2015","09/17/2015","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","7815 17TH AVE, BROOKLYN, NY, 11214",2015-09-17,"2015"
"1280","SUPERSTAR DELI","Yes","Yes","Cigar(s)","N/A",NA,"09/03/2015","09/17/2015","Warning Letter Issued",NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age; 1140.14(d)-Open packages of cigarettes intended for the sale of individual cigarettes","2801 WHITE PLAINS ROAD, BRONX, NY, 10467",2015-09-17,"2015"
"1281","ONE STOP DELI AND GROCERY","Yes","Yes","Cigarettes in a package","Newport",NA,"See Complaint","09/15/2015","Civil Money Penalty Archived","=HYPERLINK(""http://wayback.archive-it.org/9166/20180223204141/http://www.fda.gov/downloads/TobaccoProducts/GuidanceComplianceRegulatoryInformation/UCM502890.pdf"")","See Complaint","131-21 SPRINGFIELD BOULEVARD, SPRINGFIELD GARDENS, NY, 11413",2015-09-15,"2015"
