Compliance Check Inspections of Tobacco Product Retailers Through 6/30/22 - Search Results

You searched for:
State is NY
Decision Date: 01/01/2000 through 07/01/2022 
Minor Involved: Yes
Sale to Minor: Yes

Retailer Name,Street Address,City,State,Zip,Minor Involved,Sale to Minor,Product Type,Brand,Flavor,Inspection Date,Decision Date,Inspection Result,Link,Charges
"QUICKLEE'S/MOBIL","7067 RUSH LIMA ROAD","HONEOYE FALLS","NY",14472,Yes,Yes,Cigarettes in a package,Newport,,08/29/2015,09/10/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor
"OJ'S SMOKE SHOP","504 SOUTH JAMES STREET","ROME","NY",13440,Yes,Yes,Cigarettes in a package,Marlboro,,08/29/2015,09/10/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age
"SHELL","42 S PLANK RD","NEWBURGH","NY",12550,Yes,Yes,Cigarettes in a package,Marlboro,,09/01/2015,09/10/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor
"SHELL","3365 JERUSALEM AVENUE","WANTAGH","NY",11793,Yes,Yes,Cigarettes in a package,Newport,,09/03/2015,09/10/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age
"SUNOCO","780 DEWEY AVENUE","ROCHESTER","NY",14613,Yes,Yes,Cigarettes in a package,Newport,,09/02/2015,09/10/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor
"SUNOCO","3612 WEST GENESEE STREET","SYRACUSE","NY",13219,Yes,Yes,Smokeless tobacco,Copenhagen,,09/01/2015,09/10/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor
"VALERO","1061 NEPPERHAN AVENUE","YONKERS","NY",10703,Yes,Yes,Cigarettes in a package,Newport,,08/29/2015,09/10/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age
"WALDBAUM'S","1686 MERRICK ROAD","MERRICK","NY",11566,Yes,Yes,Cigarettes in a package,Newport,,08/31/2015,09/10/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age
"DOLLAR GENERAL STORE # 11009","3535 JAMES ST","SYRACUSE","NY",13206,Yes,Yes,Cigarettes in a package,Newport,,08/21/2015,09/03/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor
"125TH 4 STAR DELI GROCERY","467 WEST 125TH STREET","NEW YORK","NY",10027,Yes,Yes,Single cigarette,N/A,,08/20/2015,09/03/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age; 1140.14(d)-Open packages of cigarettes intended for the sale of individual cigarettes
"CUMBERLAND FARMS #1558","1286 STATE ROUTE 29","GREENWICH","NY",12834,Yes,Yes,Cigarettes in a package,Other,,08/20/2015,09/03/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age
"2ND AVENUE FOOD MART","597 2ND AVENUE","TROY","NY",12182,Yes,Yes,Cigarettes in a package,Newport,,08/23/2015,09/03/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor
"7-ELEVEN","430 EMPIRE BOULEVARD","ROCHESTER","NY",14609,Yes,Yes,Cigarettes in a package,Newport,,08/24/2015,09/03/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age
"7-ELEVEN","533 NIAGARA STREET, SUITE 100","TONAWANDA","NY",14150,Yes,Yes,Cigarettes in a package,Newport,,08/24/2015,09/03/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age
"ALAWAY DELI","34 5TH AVENUE","TROY","NY",12180,Yes,Yes,Cigarettes in a package,Newport,,08/24/2015,09/03/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor
"ARROW MART CONVENIENCE STORE","41 SOUTH MAIN STREET","PRATTSBURGH","NY",14873,Yes,Yes,Cigarettes in a package,Newport,,08/19/2015,09/03/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor
"ST. NICHOLAS SALAD BAR INC.","285 SAINT NICHOLAS A","NEW YORK","NY",10027,Yes,Yes,Cigarettes in a package,Marlboro,,08/22/2015,09/03/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age
"BEVERAGE BARN","402 5TH AVENUE","TROY","NY",12182,Yes,Yes,Cigarettes in a package,Newport,,08/27/2015,09/03/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor
"ELMWOOD BEVERAGE CENTER","161 ELMWOOD AVENUE","BUFFALO","NY",14201,Yes,Yes,Cigarettes in a package,Newport,,08/24/2015,09/03/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age
"JEFF & CANDI'S WALTON STREET MARKET","69 WALTON STREET","ALEXANDRIA BAY","NY",13607,Yes,Yes,Cigarettes in a package,Marlboro,,08/22/2015,09/03/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor
"CHIN'S MINI MART INC.","8306 17TH AVE","BROOKLYN","NY",11214,Yes,Yes,Cigarettes in a package,Newport,,08/21/2015,09/03/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor
"SHREE NAANSHARDAMA CONVENIENCE","113 DREISER LOOP","BRONX","NY",10475,Yes,Yes,Cigarettes in a package,Newport,,08/18/2015,09/03/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age
"CROWDERS/SUNOCO","24812 STATE ROUTE 411","LAFARGEVILLE","NY",13656,Yes,Yes,Cigarettes in a package,Marlboro,,08/22/2015,09/03/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age
"CUCCI'S DELI","7702 18TH AVE.","BROOKLYN","NY",11214,Yes,Yes,Cigarettes in a package,Newport,,08/25/2015,09/03/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age
"THREE DAYS SMOKE SHOP","2112 CHILI AVENUE","ROCHESTER","NY",14624,Yes,Yes,Cigarettes in a package,Newport,,08/21/2015,09/03/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor
"DEL'S DELI","5316 ROUTE 9W","NEWBURGH","NY",12550,Yes,Yes,Cigarettes in a package,Marlboro,,08/26/2015,09/03/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor
"MICHAEL JOHN'S MINI MARKET & DELI/MOBIL","7499 SENECA ROAD NORTH","HORNELL","NY",14843,Yes,Yes,Smokeless tobacco,Copenhagen,,08/23/2015,09/03/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age
"S.T. GROCERY & DELI","661 2ND AVENUE","TROY","NY",12182,Yes,Yes,Cigarettes in a package,Newport,,08/23/2015,09/03/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor
"DELI & FRUIT","2350 FREDERICK DOUGLASS BOULEVARD","NEW YORK","NY",10027,Yes,Yes,Cigarettes in a package,Newport,,08/24/2015,09/03/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age
"DOLLAR GENERAL","606 BUTTERNUT STREET","SYRACUSE","NY",13208,Yes,Yes,Cigarettes in a package,Marlboro,,08/27/2015,09/03/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor
"KINNEY DRUGS","3318 MAIN STREET","MEXICO","NY",13114,Yes,Yes,Cigarettes in a package,Marlboro,,08/23/2015,09/03/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor
"KINNEY DRUGS","822 JAMES ST","CLAYTON","NY",13624,Yes,Yes,Cigarettes in a package,Marlboro,,08/21/2015,09/03/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor
"ELBRIDGE MINI-MART","101 EAST MAIN STREET","ELBRIDGE","NY",13060,Yes,Yes,Smokeless tobacco,Copenhagen,,08/25/2015,09/03/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor
"NUT'N FANCY RESTAURANT AND STORE.","CROSS ISLAND RD","FINEVIEW","NY",13640,Yes,Yes,Cigarettes in a package,Marlboro,,08/21/2015,09/03/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor
"FINE VIEW MINI-MART","PO BOX 139 RT 100&CR","FINEVIEW","NY",13640,Yes,Yes,Cigarettes in a package,Marlboro,,08/21/2015,09/03/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor
"UNITED GROCERY FOOD STORE","7522 20TH AVENUE","BROOKLYN","NY",11214,Yes,Yes,Cigarettes in a package,Marlboro,,08/24/2015,09/03/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age
"FOOD STORE","1069 LITTLE BRITAIN","NEW WINDSOR","NY",12553,Yes,Yes,Cigarettes in a package,Marlboro,,08/21/2015,09/03/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age
"GROCERY & GIFT SHOP","30 AVENUE O","BROOKLYN","NY",11204,Yes,Yes,Cigarette tobacco,Other,,08/25/2015,09/03/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor
"JOSE GROCERY","589 NASSAU ROAD","UNIONDALE","NY",11553,Yes,Yes,Cigarettes in a package,Newport,,08/18/2015,09/03/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor
"NEW INTERNATIONAL GROCERY","7718 18TH AVENUE","BROOKLYN","NY",11214,Yes,Yes,Cigarettes in a package,Newport,,08/25/2015,09/03/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age
"WISE GUYS SMOKE SHOP","746 ELMGROVE RD","ROCHESTER","NY",14624,Yes,Yes,Cigarettes in a package,Newport,,08/21/2015,09/03/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor
"HANNAFORD","7 PYRAMID DRIVE","PLATTSBURGH","NY",12901,Yes,Yes,Cigarettes in a package,Other,,08/13/2015,09/03/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor
"WOLCOTT HOTEL","12004 MAIN ST","WOLCOTT","NY",14590,Yes,Yes,Smokeless tobacco,Grizzly,,07/09/2015,09/03/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor
"J S MANI INC","1030 FRONT ST","UNIONDALE","NY",11553,Yes,Yes,Cigarettes in a package,Newport,,08/22/2015,09/03/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age
"MAPLEFIELDS","3 SPIEGEL DRIVE","CHAMPLAIN","NY",12919,Yes,Yes,Cigarettes in a package,Marlboro,,08/24/2015,09/03/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor
"QUALITY MARKETS","137 DREISER LOOP","BRONX","NY",10475,Yes,Yes,Cigarettes in a package,Newport,,08/18/2015,09/03/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor
"USA QUICK MART","562 WEST MERRICK ROAD","VALLEY STREAM","NY",11580,Yes,Yes,Cigarettes in a package,Newport,,08/18/2015,09/03/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age
"MOBIL","2679 MAIN STREET","LAKE PLACID","NY",12946,Yes,Yes,Cigarettes in a package,Marlboro,,08/18/2015,09/03/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor
"SPEEDY'S TRAVEL PLAZA/MOBIL","2023 STATE ROUTE 104","PARISH","NY",13131,Yes,Yes,Cigarettes in a package,Marlboro,,08/23/2015,09/03/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor
"MOBIL","1116 STATE ROUTE 29","GREENWICH","NY",12834,Yes,Yes,Cigarettes in a package,Other,,08/20/2015,09/03/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age
"PATHMARK","2965 CROPSEY AVE","BROOKLYN","NY",11214,Yes,Yes,Cigarettes in a package,Newport,,08/21/2015,09/03/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor
"SHELL","361 BRADHURST AVENUE","HAWTHORNE","NY",10532,Yes,Yes,Cigarettes in a package,Marlboro,,08/27/2015,09/03/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age
"STEWART'S SHOP","94 PARK STREET","ELIZABETHTOWN","NY",12932,Yes,Yes,Cigarettes in a package,Other,,08/19/2015,09/03/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor
"STEWART'S SHOPS","9 112TH STREET","TROY","NY",12182,Yes,Yes,Cigarettes in a package,Newport,,08/23/2015,09/03/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor
"SUNOCO","540 MAMARONECK AVENUE","MAMARONECK","NY",10543,Yes,Yes,Cigarettes in a package,Newport,,08/18/2015,09/03/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age
"WALGREENS #11208","3127 CHILI AVENUE","ROCHESTER","NY",14624,Yes,Yes,Cigarettes in a package,Newport,,08/14/2015,08/27/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor
"2359 CANDY GROCERY CORP.","2359 FREDERICK DOUGL","NEW YORK","NY",10027,Yes,Yes,Single cigarette,N/A,,08/11/2015,08/27/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age; 1140.14(d)-Open packages of cigarettes intended for the sale of individual cigarettes
"WAL-MART SUPERCENTER #2581","5399 W GENESEE STREE","CAMILLUS","NY",13031,Yes,Yes,Cigarettes in a package,Marlboro,,08/15/2015,08/27/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor
"74 FONG'S TRADING INC.","74 CANAL ST","NEW YORK","NY",10002,Yes,Yes,Cigarettes in a package,Marlboro,,08/17/2015,08/27/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age
"APOLLO DELI & FRUIT","2350 8TH AVENUE","NEW YORK","NY",10027,Yes,Yes,Cigarettes in a package,Newport,,08/17/2015,08/27/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age
"ASSOCIATED SUPERMARKET","214 ROCKAWAY AVENUE","VALLEY STREAM","NY",11580,Yes,Yes,Cigarettes in a package,Newport,,08/17/2015,08/27/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor
"BABA GROCERY & DELI CORP.","1649 BATH AVE","BROOKLYN","NY",11214,Yes,Yes,Cigarettes in a package,Newport,,08/18/2015,08/27/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age
"BAY CANDY & GROCERY","2827 CROPSEY AVENUE","BROOKLYN","NY",11214,Yes,Yes,Cigarettes in a package,Newport,,08/20/2015,08/27/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age
"GREENBURGH CITGO","189 TARRYTOWN RD","WHITE PLAINS","NY",10607,Yes,Yes,Cigarettes in a package,Newport,,08/17/2015,08/27/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age
"NEW HARLEM DELI MARKET CORP.","585 LENOX AVENUE","NEW YORK","NY",10037,Yes,Yes,Cigarette tobacco,Other,,07/24/2015,08/27/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor
"DAILY STOP","168 JERSEY AVENUE","PORT JERVIS","NY",12771,Yes,Yes,Cigarettes in a package,Marlboro,,08/14/2015,08/27/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor
"ONE STOP EXPRESS DELI & GROCER","2727 CROPSEY AVENUE","BROOKLYN","NY",11214,Yes,Yes,Cigarettes in a package,Newport,,08/20/2015,08/27/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age
"NOT JUST DELI","250 TARRYTOWN ROAD","WHITE PLAINS","NY",10607,Yes,Yes,Cigarettes in a package,Marlboro,,08/17/2015,08/27/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age
"ST. NICHOLAS GOURMET DELI","285 ST NICHOLAS AVENUE","NEW YORK","NY",10027,Yes,Yes,Cigarettes in a package,Newport,,08/17/2015,08/27/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age
"NOBEL DELI","523 GRAND STREEET","NEW YORK","NY",10002,Yes,Yes,Cigarettes in a package,Marlboro,,08/13/2015,08/27/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age
"EZ MINI MART / DELI & GROCERY","52 RIVINGTON STREET","NEW YORK","NY",10002,Yes,Yes,Cigarettes in a package,Marlboro,,08/13/2015,08/27/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age
"DOLLAR GENERAL","8881 SOUTH SENECA STREET","WEEDSPORT","NY",13166,Yes,Yes,Cigarettes in a package,Newport,,08/14/2015,08/27/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor
"YUS EAST GROCERY STORE INC","26 CANAL ST","NEW YORK","NY",10002,Yes,Yes,Cigarettes in a package,Marlboro,,08/17/2015,08/27/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age
"HARBOR MARKET","111 BARRACKS DRIVE","SACKETS HARBOR","NY",13685,Yes,Yes,Cigarettes in a package,Marlboro,,08/17/2015,08/27/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age
"MAPLEFIELDS","1785 MILITARY TPKE","PLATTSBURGH","NY",12901,Yes,Yes,Cigarettes in a package,Other,,08/19/2015,08/27/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor
"SMOKE SHOP","88A DELANCEY STREET","NEW YORK","NY",10002,Yes,Yes,Cigarettes in a package,Marlboro,,08/17/2015,08/27/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age
"TOBACCO SHOP","102 CLINTON STREET","NEW YORK","NY",10002,Yes,Yes,Cigarettes in a package,Marlboro,,08/19/2015,08/27/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age
"2381 DELI SUPERMARKET INC.","2381 86TH ST","BROOKLYN","NY",11214,Yes,Yes,Cigarettes in a package,Newport,,08/03/2015,08/20/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor
"24 SEVEN","2360 WEST HENRIETTA ROAD","ROCHESTER","NY",14623,Yes,Yes,Cigarettes in a package,Newport,,08/13/2015,08/20/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age
"ALBION WAL-MART STORE #3607","13858 STATE ROUTE 31","ALBION","NY",14411,Yes,Yes,Cigarettes in a package,Newport,,08/08/2015,08/20/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor
"370 NORTH AVENUE CORP","370 NORTH AVE","NEW ROCHELLE","NY",10801,Yes,Yes,Cigarettes in a package,Marlboro,,08/02/2015,08/20/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age
"STOP & SHOP # 500","28 HARRISON ST","NEW ROCHELLE","NY",10801,Yes,Yes,Cigarettes in a package,Marlboro,,08/09/2015,08/20/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age
"STOP & SHOP #528","1429 ROUTE 300","NEWBURGH","NY",12550,Yes,Yes,Cigarettes in a package,Marlboro,,08/05/2015,08/20/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor
"DOLLAR GENERAL STORE # 6184","87 QUAKER ST","GRANVILLE","NY",12832,Yes,Yes,Cigarettes in a package,Marlboro,,08/03/2015,08/20/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor
"7-ELEVEN","890 MONROE AVENUE","ROCHESTER","NY",14620,Yes,Yes,Cigarettes in a package,Newport,,07/22/2015,08/20/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age
"777 MART INC","336 WEBSTER AVENUE","NEW ROCHELLE","NY",10801,Yes,Yes,Cigarettes in a package,Newport,,08/03/2015,08/20/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age
"FORTUNE ON 85TH GROCERY","1686 86TH STREET","BROOKLYN","NY",11214,Yes,Yes,Cigarettes in a package,Newport,,07/30/2015,08/20/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor
"86TH STREET MINI MART INC.","2204 86TH ST","BROOKLYN","NY",11214,Yes,Yes,Cigarettes in a package,Newport,,08/03/2015,08/20/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor
"96 FOURTH ST. SUPER MINI MART","96 4TH STREET","NEW ROCHELLE","NY",10801,Yes,Yes,Cigarettes in a package,Newport,,08/06/2015,08/20/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor
"WALGREENS #9972","1046 YONKERS AVE","YONKERS","NY",10704,Yes,Yes,Cigarettes in a package,Marlboro,,08/06/2015,08/20/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor
"AB EDGECOMBE DELI","128 EDGECOMBE AVENUE","NEW YORK","NY",10030,Yes,Yes,Cigarettes in a package,Newport,,07/05/2015,08/20/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age
"AMSTERDAM STOP ONE DELI","1437 AMSTERDAM AVENUE","NEW YORK","NY",10027,Yes,Yes,Cigarettes in a package,Newport,,08/04/2015,08/20/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age
"BAGEL CAFE","2214 BARTOW AVE","BRONX","NY",10475,Yes,Yes,Cigarettes in a package,Marlboro,,08/12/2015,08/20/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor
"BASEL TOBACCO & CANDY CORP.","1045 YONKERS AVENUE","YONKERS","NY",10704,Yes,Yes,Cigarettes in a package,Marlboro,,08/06/2015,08/20/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age
"BELLA VISTA S/S CORP.","102 YONKERS AVE # 08","YONKERS","NY",10701,Yes,Yes,Cigarettes in a package,Marlboro,,08/03/2015,08/20/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age
"GAFFNEY'S OFF BROADWAY","16 CAROLINE STREET","SARATOGA SPRINGS","NY",12866,Yes,Yes,Cigarettes in a package,Newport,,08/01/2015,08/20/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor; 1140.14(c)-Use of vending machine in non-exempt facility
"CARLS LOTTO MARKET","687 DICK ROAD","CHEEKTOWAGA","NY",14225,Yes,Yes,Cigarettes in a package,Newport,,08/05/2015,08/20/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age
"LA CHIQUITA KARINA DELI GROCER/DELI GROUP CORP","238 UNION AVENUE","NEW ROCHELLE","NY",10801,Yes,Yes,Cigarettes in a package,Other,,08/06/2015,08/20/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age
"CONVENIENT PLUS INC.","111 PELHAM RD","NEW ROCHELLE","NY",10805,Yes,Yes,Cigarettes in a package,Marlboro,,08/02/2015,08/20/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor
"DAN'S TOBACCO/YONKERS CONVENIENCE & STATIONERY","795 YONKERS AVENUE","YONKERS","NY",10704,Yes,Yes,Cigarettes in a package,Marlboro,,08/11/2015,08/20/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor
"MYG DELI & GROCERY CORP.","107 ELM ST","YONKERS","NY",10701,Yes,Yes,Cigarettes in a package,Marlboro,,08/03/2015,08/20/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor
"OPTIMUM GOURMET & MARKET CORP","243 BROOME ST","NEW YORK","NY",10002,Yes,Yes,Smokeless tobacco,Skoal,,08/14/2015,08/20/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age
"CROSBY'S / MOBIL","3018 W MAIN ST","CALEDONIA","NY",14423,Yes,Yes,Cigarettes in a package,Newport,,08/10/2015,08/20/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age
"LINCOLN GOURMET DELI","41 LINCOLN AVENUE","NEW ROCHELLE","NY",10801,Yes,Yes,Cigarettes in a package,Newport,,08/06/2015,08/20/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age
"SUPER STYLE DELI FOOD","251 WEST 135TH STREET","NEW YORK","NY",10030,Yes,Yes,Cigarettes in a package,Newport,,07/08/2015,08/20/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age
"GREEN GARDEN DELI INC.","340 LENOX AVENUE","NEW YORK","NY",10027,Yes,Yes,Cigarettes in a package,Newport,,08/11/2015,08/20/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age
"HUMADI DELI","354 LENOX AVE","NEW YORK","NY",10027,Yes,Yes,Cigarettes in a package,Newport,,08/04/2015,08/20/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age
"GEORGIA DELI","272 GEORGIA ST","BUFFALO","NY",14201,Yes,Yes,Cigarettes in a package,Newport,,08/03/2015,08/20/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age
"FLORIDA DELI","316 SAINT NICHOLAS AVE","NEW YORK","NY",10027,Yes,Yes,Cigarettes in a package,Newport,,08/04/2015,08/20/2015,Warning Letter Issued,,1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age
